nom,adresse,coordonnees,,Id,rue,code_postal,ville
"
Le Prévert","40 Rue d'Estienne d'Orves
93310
Le Pré-Saint-Gervais",,,id_432,40 Rue d'Estienne d'Orves,CP_93310,Le Pré-Saint-Gervais
"
Le Ru De Marivel","2 Rue Lecointre
92310
Sèvres",,,id_433,2 Rue Lecointre,CP_92310,Sèvres
"
L'Échalote De Toulotte","Promenade de l'Ouest
77510
Rebais",,,id_434,Promenade de l'Ouest,CP_77510,Rebais
Légumes & Cie,"60 Rue Saint Antoine
93100
Montreuil",,,id_435,60 Rue Saint Antoine,CP_93100,Montreuil
"
Légumes Amap'Orte","92500
Rueil-Malmaison",,,id_436,,CP_92500,Rueil-Malmaison
"
L'Épi Curieux","8 bis Avenue des Murs du Parc
94300
Vincennes",,,id_437,8 bis Avenue des Murs du Parc,CP_94300,Vincennes
"
Les 4 Saisons","50, Rue André Maneyrol
92370
Chaville",,,id_438,"50, Rue André Maneyrol",CP_92370,Chaville
"
Les Amaranthes","95510
Vienne-en-Arthies",,,id_439,,CP_95510,Vienne-en-Arthies
"
Les Amis De La Ferme De Bagnolet","55 Rue Louise Michel
93170
Bagnolet",,,id_440,55 Rue Louise Michel,CP_93170,Bagnolet
"
Les Biaux Arpajonnais","29 Rue Dauvilliers
91290
Arpajon",,,id_441,29 Rue Dauvilliers,CP_91290,Arpajon
"
Les Bio Paniers De Mareil","Rue Des Bois-Noirs
78750
Mareil-Marly",,,id_442,Rue Des Bois-Noirs,CP_78750,Mareil-Marly
"
Les Biopaniers De Médan","2 Rue Pasteur
78670
Médan",,,id_443,2 Rue Pasteur,CP_78670,Médan
"
Les Brunelles","21 bis Rue d'Armaillé
75017
Paris",,,id_444,21 bis Rue d'Armaillé,CP_75017,Paris
"
Les Cagettes De La Fayette","60 Rue la Fayette
75009
Paris",,,id_445,60 Rue la Fayette,CP_75009,Paris
Les Cagettes Larziacoises,"Pâté De Lardy
91510
Lardy",,,id_446,Pâté De Lardy,CP_91510,Lardy
Les Castors Bio,"13 Avenue Faidherbe
93100
Montreuil",,,id_447,13 Avenue Faidherbe,CP_93100,Montreuil
"
Les Champs Du Plaisir","2 Avenue des Jasmins
91280
Saint-Pierre-du-Perray",,,id_448,2 Avenue des Jasmins,CP_91280,Saint-Pierre-du-Perray
"Les Châtaignes Bio
","1 ter Rue Lamartine
92290
Châtenay-Malabry",,,id_449,1 ter Rue Lamartine,CP_92290,Châtenay-Malabry
"
Les Coeurs D'Artichaud (Noisy)","Rue Condorcet
93130
Noisy-le-Sec",,,id_450,Rue Condorcet,CP_93130,Noisy-le-Sec
"
Les Colibris D'Andrésy","8, Rue Lepic
78570
Andresy",,,id_451,"8, Rue Lepic",CP_78570,Andresy
"
Les Ecolibris Rive Gauche","6 Boulevard André Malraux Parking De La Mairie
78480
Verneuil-Sur-Seine",,,id_452,6 Boulevard André Malraux Parking De La Mairie,CP_78480,Verneuil-Sur-Seine
"
Les Fanes De Belleville","46 Rue des Rigoles
75020
Paris",,,id_453,46 Rue des Rigoles,CP_75020,Paris
"
Les Graines De Reuilly","115 Rue de Reuilly
75012
Paris",,,id_454,115 Rue de Reuilly,CP_75012,Paris
"
Les Jardins De Boicyfleur","2 Avenue Fritz Lang
78390
Bois-d'Arcy",,,id_455,2 Avenue Fritz Lang,CP_78390,Bois-d'Arcy
"
Les Jardins De Cérès - Amap","Place de la Mairie
91190
Villiers-le-Bâcle",,,id_456,Place de la Mairie,CP_91190,Villiers-le-Bâcle
"
Les Jardins De Pecqueuse","Rue du Chemin Vert
91470
Pecqueuse",,,id_457,Rue du Chemin Vert,CP_91470,Pecqueuse
"
Les Jardins Du Clos Fleuri","4 Rue Chateaubriand
78120
Rambouillet",,,id_458,4 Rue Chateaubriand,CP_78120,Rambouillet
"
Les Lapereaux Des Thermopyles","5 Place Marcel Paul
75014
Paris",,,id_459,5 Place Marcel Paul,CP_75014,Paris
"
Les Oiseaux De Passage","16 Rue Anatole France
94270
Le Kremlin-Bicêtre",,,id_460,16 Rue Anatole France,CP_94270,Le Kremlin-Bicêtre
"
Les Panais De Pontault","108 Avenue du Général de Gaulle
77340
Pontault-Combault",,,id_461,108 Avenue du Général de Gaulle,CP_77340,Pontault-Combault
"
Les Paniers Bio Du Lys","Rue du Château Gaillard
77190
Dammarie-les-Lys",,,id_462,Rue du Château Gaillard,CP_77190,Dammarie-les-Lys
"
Les Paniers Briards","3 Rue de Pontmoulin
77120
Coulommiers",,,id_463,3 Rue de Pontmoulin,CP_77120,Coulommiers
"
Les Paniers D'Aigremont","67 Grande Rue
78240
Aigremont",,,id_464,67 Grande Rue,CP_78240,Aigremont
Les Paniers D'Arcueil,"112 Rue Marius Sidobre
94110
Arcueil",,,id_465,112 Rue Marius Sidobre,CP_94110,Arcueil
"
Les Paniers D'Autrefois","1, Robert Husson
78320
Le Mesnil-Saint-Denis",,,id_466,"1, Robert Husson",CP_78320,Le Mesnil-Saint-Denis
"
Les Paniers De Boutigny","Route De Vincelles
77470
Boutigny",,,id_467,Route De Vincelles,CP_77470,Boutigny
"
Les Paniers De Bussy","31 Bd Pierre Mendès France
77600
Bussy-Saint-Georges",,,id_468,31 Bd Pierre Mendès France,CP_77600,Bussy-Saint-Georges
"
Les Paniers De Chantereine","Rue du Marché
77177
Brou-sur-Chantereine",,,id_469,Rue du Marché,CP_77177,Brou-sur-Chantereine
"
Les Paniers De Châtenay","92290
Châtenay-Malabry",,,id_470,,CP_92290,Châtenay-Malabry
"
Les Paniers De La Ferme","22 Rue du Couvent
77200
Torcy",,,id_471,22 Rue du Couvent,CP_77200,Torcy
"
Les Paniers De La Forêt","Rue Vignaud
92360
Meudon",,,id_472,Rue Vignaud,CP_92360,Meudon
"
Les Paniers De La Guesle","1, Route Du Pont
78125
Raizeux",,,id_473,"1, Route Du Pont",CP_78125,Raizeux
"
Les Paniers De L'Ancoeur","48 Rue Grande
77720
Bombon",,,id_474,48 Rue Grande,CP_77720,Bombon
"
Les Paniers De L'Epi D'Or","Chemin Des Avenues (Parc Municipal Maurice Leluc)
78210
Saint-Cyr-L'Ecole",,,id_475,Chemin Des Avenues (Parc Municipal Maurice Leluc),CP_78210,Saint-Cyr-L'Ecole
"
Les Paniers De Lésigny","Avenue du Château
77150
Lésigny",,,id_476,Avenue du Château,CP_77150,Lésigny
"
Les Paniers De Longpont","19 Chemin des Douviéres
91310
Longpont-sur-Orge",,,id_477,19 Chemin des Douviéres,CP_91310,Longpont-sur-Orge
"
Les Paniers De Morigny","Salle Des Jeunes Complexe Sportif Coulombel
91150
Morigny-Champigny",,,id_478,Salle Des Jeunes Complexe Sportif Coulombel,CP_91150,Morigny-Champigny
"
Les Paniers De Noncienne","Rue du Mail
78830
Bonnelles",,,id_479,Rue du Mail,CP_78830,Bonnelles
"
Les Paniers De Pontoch'","383 Rue Grande Moulignon
77310
Saint-Fargeau-Ponthierry",,,id_480,383 Rue Grande Moulignon,CP_77310,Saint-Fargeau-Ponthierry
"
Les Paniers De Saclas","6 bis Avenue Jean Jaurès
91690
Saclas",,,id_481,6 bis Avenue Jean Jaurès,CP_91690,Saclas
"
Les Paniers Des Bordes","77 Rue de la République
93160
Noisy-le-Grand",,,id_482,77 Rue de la République,CP_93160,Noisy-le-Grand
"
Les Paniers D'Evry","Place du Général de Gaulle
91000
Évry-Courcouronnes",,,id_483,Place du Général de Gaulle,CP_91000,Évry-Courcouronnes
"
Les Paniers Du Bois Dais","Rue Pierre Wacquant
92190
Meudon",,,id_484,Rue Pierre Wacquant,CP_92190,Meudon
"
Les Paniers Du Lunain","Rue de la Mairie (Villemaréchal)
77710
Villemaréchal",,,id_485,Rue de la Mairie (Villemaréchal),CP_77710,Villemaréchal
"
Les Paniers Du Potager","Rue De L'École
91090
Evry",,,id_486,Rue De L'École,CP_91090,Evry
"
Les Paniers Verts Du Perreux","34 Avenue Georges Clémenceau
94170
Le Perreux-sur-Marne",,,id_487,34 Avenue Georges Clémenceau,CP_94170,Le Perreux-sur-Marne
"
Les Papilles Vertes","Rue de la Grande Garenne
77130
Varennes-sur-Seine",,,id_488,Rue de la Grande Garenne,CP_77130,Varennes-sur-Seine
"
Les Pâtissons Du Montois","La Halle
77520
Donnemarie-Dontilly",,,id_489,La Halle,CP_77520,Donnemarie-Dontilly
"
Les Pépins Punk","49 Rue de Paris
93230
Romainville",,,id_490,49 Rue de Paris,CP_93230,Romainville
"
Les Potirons","Allee de l'Ancien Lavoir
78720
Cernay-la-Ville",,,id_491,Allee de l'Ancien Lavoir,CP_78720,Cernay-la-Ville
"
Les Pot'Iront","1 Allée André Benoist
77410
Claye-Souilly",,,id_492,1 Allée André Benoist,CP_77410,Claye-Souilly
"
Les Près D'Chez Vous","Chemin De La Pléiade Rue Jules Michelet
78280
Guyancourt",,,id_493,Chemin De La Pléiade Rue Jules Michelet,CP_78280,Guyancourt
"
Les P'Tits Paniers De Groslay","Rue Warocquier
95410
Groslay",,,id_494,Rue Warocquier,CP_95410,Groslay
"
Les P'Tits Paniers De Montmorency","7 Rue Saint Valery
95160
Montmorency",,,id_495,7 Rue Saint Valery,CP_95160,Montmorency
"
Les Radis En Éventail","Rue Fratacci
92170
Vanves",,,id_496,Rue Fratacci,CP_92170,Vanves
"
Les Sapouss'","10 Rue de Concy
91330
Yerres",,,id_497,10 Rue de Concy,CP_91330,Yerres
"
Les Verts De Terre","7 Rue Jean Moulin
77200
Torcy",,,id_498,7 Rue Jean Moulin,CP_77200,Torcy
Let It Blettes,"Passage Du Marché
92340
Bourg-La-Reine",,,id_499,Passage Du Marché,CP_92340,Bourg-La-Reine
"
L'Olivier","77560
Augers-en-Brie",,,id_500,,CP_77560,Augers-en-Brie
"
Massy Manger Bio","Rue Normandie Niémen
91300
Massy",,,id_501,Rue Normandie Niémen,CP_91300,Massy
"
Ménilsème","4 Rue d'Annam
75020
Paris",,,id_502,4 Rue d'Annam,CP_75020,Paris
Miam 14,"12 Rue du Moulin des Lapins
75014
Paris",,,id_503,12 Rue du Moulin des Lapins,CP_75014,Paris
"
Miam'Ap","1 Rue de Saint-val
91720
Boigneville",,,id_504,1 Rue de Saint-val,CP_91720,Boigneville
Moulin Des Lapins,"Place de la Garenne
75014
Paris",,,id_505,Place de la Garenne,CP_75014,Paris
Mûres Et Laitues,"Route Royale
78580
Les Alluets-le-Roi",,,id_506,Route Royale,CP_78580,Les Alluets-le-Roi
Nextrabiotv,"Rue d'Oradour-sur-glane
75015
Paris",,,id_507,Rue d'Oradour-sur-glane,CP_75015,Paris
"
Palabres Autour D'Un Panier","24 Rue André le Bourblanc
78590
Noisy-le-Roi",,,id_508,24 Rue André le Bourblanc,CP_78590,Noisy-le-Roi
Panier Blomet,"15 Rue Georges Duhamel
75015
Paris",,,id_509,15 Rue Georges Duhamel,CP_75015,Paris
"
Panier D'Issy","53 Rue du General Leclerc
92130
Issy-les-Moulineaux",,,id_510,53 Rue du General Leclerc,CP_92130,Issy-les-Moulineaux
"
Panier Du 6Ème","78 Rue Bonaparte
75006
Paris",,,id_511,78 Rue Bonaparte,CP_75006,Paris
Panier Saint Fiacre,"Place du Général Leclerc
91090
Lisses",,,id_512,Place du Général Leclerc,CP_91090,Lisses
"
Paniers Bio De Carrières","573 Grande Rue
78955
Carrières-sous-Poissy",,,id_513,573 Grande Rue,CP_78955,Carrières-sous-Poissy
"
Paniers De L'Échange","Rue Frattaci
92170
Vanves",,,id_514,Rue Frattaci,CP_92170,Vanves
"
Paniers De Vaux Le Penil","Rue Ambroise Pro
77000
Vaux-le-Pénil",,,id_515,Rue Ambroise Pro,CP_77000,Vaux-le-Pénil
"
Paniers D'Orge","Place du 19 Mars 1962
91600
Savigny-sur-Orge",,,id_516,Place du 19 Mars 1962,CP_91600,Savigny-sur-Orge
"
Pas Si Blettes","12 Rue du Val d'Osne
94410
Saint-Maurice",,,id_517,12 Rue du Val d'Osne,CP_94410,Saint-Maurice
"
Ph'Ann Du Jardin","3 Rue du 11 Novembre
77540
Voinsles",,,id_518,3 Rue du 11 Novembre,CP_77540,Voinsles
Planète Lilas,"78 Rue Lemerle Vetter
94400
Vitry-sur-Seine",,,id_519,78 Rue Lemerle Vetter,CP_94400,Vitry-sur-Seine
"
Pomme D'Amap","Place Voltaire
94200
Ivry-sur-Seine",,,id_520,Place Voltaire,CP_94200,Ivry-sur-Seine
"
Pomme, Persil, Potiron","13 Avenue Léon Blum
92350
Le Plessis-Robinson",,,id_521,13 Avenue Léon Blum,CP_92350,Le Plessis-Robinson
"
Poti'Marrant","26 Rue Louise Michel
93600
Aulnay-sous-Bois",,,id_522,26 Rue Louise Michel,CP_93600,Aulnay-sous-Bois
Pré Vert,"30 Route de Paris
77930
Chailly-en-Bière",,,id_523,30 Route de Paris,CP_77930,Chailly-en-Bière
Ratat'Houilles - Green'Houilles,"9 Rue Gambetta
78800
Houilles",,,id_524,9 Rue Gambetta,CP_78800,Houilles
"
Ris-Floreal","11 Rue de Bretagne
91130
Ris-Orangis",,,id_525,11 Rue de Bretagne,CP_91130,Ris-Orangis
Robinson Fait Son Panier,"Rue Fernand Laguide
91100
Corbeil-Essonnes",,,id_526,Rue Fernand Laguide,CP_91100,Corbeil-Essonnes
"
Rouge Tomate","72 Rue de Cléry
75002
Paris",,,id_527,72 Rue de Cléry,CP_75002,Paris
"
Rouge Tomate","Rue de la Digue
78600
Maisons-Laffitte",,,id_528,Rue de la Digue,CP_78600,Maisons-Laffitte
"
Saule Blanc","7 Allée des Ferrands
78124
Mareil-sur-Mauldre",,,id_529,7 Allée des Ferrands,CP_78124,Mareil-sur-Mauldre
"
Saulx Good !","1 Rue Emile Fontaine
91160
Saulx-Les-Chartreux",,,id_530,1 Rue Emile Fontaine,CP_91160,Saulx-Les-Chartreux
"
Solibio91","Boulevard De France
91012
Evry",,,id_531,Boulevard De France,CP_91012,Evry
"
Terrain Vague","16 Rue Neil Armstrong
78280
Guyancourt",,,id_532,16 Rue Neil Armstrong,CP_78280,Guyancourt
"
Terre Happy Et Gourmandise","Place de la Republique
77920
Samois-sur-Seine",,,id_533,Place de la Republique,CP_77920,Samois-sur-Seine
"
Trait D'Oignon","119 Avenue du Général de Gaulle
94170
Le Perreux-sur-Marne",,,id_534,119 Avenue du Général de Gaulle,CP_94170,Le Perreux-sur-Marne
"
Traverse","24 Rue Daviel
75013
Paris",,,id_535,24 Rue Daviel,CP_75013,Paris
"
Triel Environnement","Quai Auguste Roy
78510
Triel-sur-Seine",,,id_536,Quai Auguste Roy,CP_78510,Triel-sur-Seine
"
Un Pour Tous","5 Rue Foch
78520
Limay",,,id_537,5 Rue Foch,CP_78520,Limay
"
Versailles-Montreuil","76 Rue Champ Lagarde
78000
Versailles",,,id_538,76 Rue Champ Lagarde,CP_78000,Versailles
"
Vert 2 Main","Voie de l'Aulne
91370
Verrières-le-Buisson",,,id_539,Voie de l'Aulne,CP_91370,Verrières-le-Buisson
"
Voisins De Paniers","Cours De L'Arche Guédon
77186
Noisiel",,,id_540,Cours De L'Arche Guédon,CP_77186,Noisiel
"
Amap 4 Saisons","Parking Utopia (Devant L'Utopia)
31170
Tournefeuille",,,id_541,Parking Utopia (Devant L'Utopia),CP_31170,Tournefeuille
"
Amap Argoulets-Roseraie","Boulodrome De Jolimont - Rue Johannes Kepler
31500
Toulouse",,,id_542,Boulodrome De Jolimont - Rue Johannes Kepler,CP_31500,Toulouse
"
Amap Arnaud-Bernard","Chez Bernard - 36 Rue Gatien Arnoult
31000
Toulouse",,,id_543,Chez Bernard - 36 Rue Gatien Arnoult,CP_31000,Toulouse
"
Amap Au + Pré","Salle Au Sous Sol De La Mini Crèche Parentale - Rond Point Salvador Allende
31520
Ramonville Saint Agne",,,id_544,Salle Au Sous Sol De La Mini Crèche Parentale - Rond Point Salvador Allende,CP_31520,Ramonville Saint Agne
"
Amap Aucamville Fleurettes","Foyer Municipal - Rue Jean Jaurès
31140
Aucamville",,,id_545,Foyer Municipal - Rue Jean Jaurès,CP_31140,Aucamville
"
Amap Aux Petits Oignons","Parking De La Salle André Gentillet - Rue Jean Mermoz
31140
Fonbeauzard",,,id_546,Parking De La Salle André Gentillet - Rue Jean Mermoz,CP_31140,Fonbeauzard
"
Amap Bel Air","Salle Campagnard (Salle Des Fêtes) - Route De Toulouse
31370
Berat",,,id_547,Salle Campagnard (Salle Des Fêtes) - Route De Toulouse,CP_31370,Berat
"
Amap Bio Le Petit Jardin","A La Ferme - 18 Chemin De La Claou
31790
Saint Jory",,,id_548,A La Ferme - 18 Chemin De La Claou,CP_31790,Saint Jory
"
Amap Canal","12 Rue Ferdinand Lassalle
31200
Toulouse",,,id_549,12 Rue Ferdinand Lassalle,CP_31200,Toulouse
Amap Cassolebres Arcs Saint Cyprien,"58 Rue du Cimetière Saint Cyprien
31300
Toulouse",,,id_550,58 Rue du Cimetière Saint Cyprien,CP_31300,Toulouse
"
Amap Chèvres Tournefeuille","Parking De L'Utopia
31170
Tournefeuille",,,id_551,Parking De L'Utopia,CP_31170,Tournefeuille
"
Amap Coloquint","Salle Du Boulodrome - Route De La Saune
31130
Quint-Fonsegrives",,,id_552,Salle Du Boulodrome - Route De La Saune,CP_31130,Quint-Fonsegrives
"
Amap Coquelicots","Devant La Médiathèque - 1 Route De Lapeyrouse
31180
Castelmaurou",,,id_553,Devant La Médiathèque - 1 Route De Lapeyrouse,CP_31180,Castelmaurou
"
Amap Cote Pavée","Maison De Quartier Jean Chaubet - 7, Place Marius Pinel
31500
Toulouse",,,id_554,"Maison De Quartier Jean Chaubet - 7, Place Marius Pinel",CP_31500,Toulouse
"
Amap Croc Legumes","1 Allée Marie Cazin
31770
Colomiers",,,id_555,1 Allée Marie Cazin,CP_31770,Colomiers
Amap Croix Daurade,"Mjc De Croix Daurade - 141 Chemin Nicol
31200
Toulouse",,,id_556,Mjc De Croix Daurade - 141 Chemin Nicol,CP_31200,Toulouse
"
Amap De Beauzelle","Local Attenant À La Mairie
31700
Beauzelle",,,id_557,Local Attenant À La Mairie,CP_31700,Beauzelle
"
Amap De Candie","Thales Alenia Space - 26 Avenue Champollion
31100
Toulouse",,,id_558,Thales Alenia Space - 26 Avenue Champollion,CP_31100,Toulouse
"
Amap De Fontenilles","Avenue du 19 Mars 1962
31470
Fontenilles",,,id_559,Avenue du 19 Mars 1962,CP_31470,Fontenilles
"
Amap De La Terrasse","Maison De Quartier De La Terrasse - Cour Extérieure - 15 Impasse Franz Schrader
31500
Toulouse",,,id_560,Maison De Quartier De La Terrasse - Cour Extérieure - 15 Impasse Franz Schrader,CP_31500,Toulouse
Amap Des 4 Vents,"3 Rue du Docteur Suzanne Noël
31100
Toulouse",,,id_561,3 Rue du Docteur Suzanne Noël,CP_31100,Toulouse
Amap Des Amidonniers 7 Deniers,"Mjc Des Amidonniers - 2, Port De L'Embouchure
31200
Toulouse",,,id_562,"Mjc Des Amidonniers - 2, Port De L'Embouchure",CP_31200,Toulouse
Amap Des Boraldes,"Garage Municipal - Place De La Mairie
12500
Saint-Côme-d'Olt",,,id_563,Garage Municipal - Place De La Mairie,CP_12500,Saint-Côme-d'Olt
"
Amap Des Cosmonautes","Parking Du Comité D'Entreprise - Rue André Villet
31402
Toulouse",,,id_564,Parking Du Comité D'Entreprise - Rue André Villet,CP_31402,Toulouse
"
Amap Des Demoiselles","Espace Pont Des Demoiselles - 63 Bis Avenue Saint Exupéry
31400
Toulouse",,,id_565,Espace Pont Des Demoiselles - 63 Bis Avenue Saint Exupéry,CP_31400,Toulouse
Amap Des Lilas,"Parking De La Bonne Auberge - Rue De L'Autan Blanc
31240
L'Union",,,id_566,Parking De La Bonne Auberge - Rue De L'Autan Blanc,CP_31240,L'Union
"
Amap Des Oliviers","Place De L'Esplanade - Place De L'Esplanade
31270
Villeneuve Tolosane",,,id_567,Place De L'Esplanade - Place De L'Esplanade,CP_31270,Villeneuve Tolosane
"
Amap Des Valades","Onera Toulouse - 2, Avenue Édouard Belin
31400
Toulouse",,,id_568,"Onera Toulouse - 2, Avenue Édouard Belin",CP_31400,Toulouse
"
Amap Du Coin","Le Fousseret, Mondavezan, Gratens
31430
Le Fousseret",,,id_569,"Le Fousseret, Mondavezan, Gratens",CP_31430,Le Fousseret
Amap Du Grand Jardin De L'Union,"Amap Du Grand Jardin De L'Union - 2, Bis Rue De L'Autan Blanc
31240
L'Union",,,id_570,"Amap Du Grand Jardin De L'Union - 2, Bis Rue De L'Autan Blanc",CP_31240,L'Union
"
Amap Du Mares","Place de la Volaille
31450
Baziège",,,id_571,Place de la Volaille,CP_31450,Baziège
Amap Du Petit Scarabée,"Ferme Du Petit Scarabée - 2008 Chemin Du Massoné
31600
Seysses",,,id_572,Ferme Du Petit Scarabée - 2008 Chemin Du Massoné,CP_31600,Seysses
"
Amap Du Potager De Camille","Chez Alain Et Véronique Gatti - 32, Chemin De Ladoux
31790
Saint Jory",,,id_573,"Chez Alain Et Véronique Gatti - 32, Chemin De Ladoux",CP_31790,Saint Jory
"
Amap Ferme En Naudet","En Naudet
31290
Avignonet-Lauragais",,,id_574,En Naudet,CP_31290,Avignonet-Lauragais
"
Amap Fmr","Local De La Radio Fmr 89.1 - 9, Boulevard Des Minimes
31000
Toulouse",,,id_575,"Local De La Radio Fmr 89.1 - 9, Boulevard Des Minimes",CP_31000,Toulouse
"
Amap Froutz","2 Rue Darnes
31300
Toulouse",,,id_576,2 Rue Darnes,CP_31300,Toulouse
"
Amap Gaya","14 Avenue Edouard Belin
31400
Toulouse",,,id_577,14 Avenue Edouard Belin,CP_31400,Toulouse
"
Amap Giroussens","Espace Associatif Ludimonde - 9 Rue De Giroussens
31500
Toulouse",,,id_578,Espace Associatif Ludimonde - 9 Rue De Giroussens,CP_31500,Toulouse
Amap Grand Jardin Launaguet,"Salle Des Fêtes, Rue Jean Moulin
31140
Launaguet",,,id_579,"Salle Des Fêtes, Rue Jean Moulin",CP_31140,Launaguet
"
Amap Joyeuses Courges","Jardin Monplaisir - Boulevard Monplaisir ( Canal Du Midi)
31000
Toulouse",,,id_580,Jardin Monplaisir - Boulevard Monplaisir ( Canal Du Midi),CP_31000,Toulouse
"
Amap La Bergerie","Salle Des Fêtes - Cour Des Tilleuls
31650
Lauzerville",,,id_581,Salle Des Fêtes - Cour Des Tilleuls,CP_31650,Lauzerville
"
Amap La Lèze","Utopia Tournefeuille - Utopia Tournefeuille
31170
Tournefeuille",,,id_582,Utopia Tournefeuille - Utopia Tournefeuille,CP_31170,Tournefeuille
"Amap La Muscadelle
","Gymnase De La Muscadelle - Rue De La République
31120
Pinsaguel",,,id_583,Gymnase De La Muscadelle - Rue De La République,CP_31120,Pinsaguel
"
Amap La Prairie","Ecole La Prairie - 1, Rue Des Néfliers
31400
Toulouse",,,id_584,"Ecole La Prairie - 1, Rue Des Néfliers",CP_31400,Toulouse
"
Amap Lafrançaise","La Place De Lafrançaise
82130
Lafrançaise",,,id_585,La Place De Lafrançaise,CP_82130,Lafrançaise
"
Amap Lagarrigue","Crous De Toulouse - 58 Rue Du Taur
31000
Toulouse",,,id_586,Crous De Toulouse - 58 Rue Du Taur,CP_31000,Toulouse
"
Amap Le Jardin Du Pesquier","4 Rue Marc André Fabre
12340
Bozouls",,,id_587,4 Rue Marc André Fabre,CP_12340,Bozouls
"
Amap Les Bonzoms","Préau De La Salle Orange - 11 Place De La Mairie Vieille
31320
Auzeville-Tolosane",,,id_588,Préau De La Salle Orange - 11 Place De La Mairie Vieille,CP_31320,Auzeville-Tolosane
"
Amap Les Bouygasses","1496 D8 Les Bouygasses
82230
La Salvetat Belmontet",,,id_589,1496 D8 Les Bouygasses,CP_82230,La Salvetat Belmontet
"
Amap Les Caouecs","Rond Point De La Crabe
31027
Toulouse",,,id_590,Rond Point De La Crabe,CP_31027,Toulouse
"
Amap Les Coteaux De Bessieres","Porche Halle Au Gras - Place Du Souvenir
31660
Bessières",,,id_591,Porche Halle Au Gras - Place Du Souvenir,CP_31660,Bessières
"
Amap Les Figuiers","Rue du 1er Mai
31260
Mazères-sur-Salat",,,id_592,Rue du 1er Mai,CP_31260,Mazères-sur-Salat
"
Amap Les Gourmets De Brax","Grange Gailhaguet - Rue François Verdier
31490
Brax",,,id_593,Grange Gailhaguet - Rue François Verdier,CP_31490,Brax
"
Amap Les Grillons","Centre Social
12800
Naucelle",,,id_594,Centre Social,CP_12800,Naucelle
"
Amap Les Jardins D'Harmonia","Les Jardins D'Harmonia - Lieu Dit Péchabou
31290
Avignonet Lauragais",,,id_595,Les Jardins D'Harmonia - Lieu Dit Péchabou,CP_31290,Avignonet Lauragais
Amap Les Mangeurs De Saint-Simon,"Domaine De Candie - 17 Chemin De La Saudrune
31100
Toulouse",,,id_596,Domaine De Candie - 17 Chemin De La Saudrune,CP_31100,Toulouse
"
Amap Les Paniers De Thales","Les Paniers De Thales - 105 Avenue Du Général Eisenhower
31100
Toulouse",,,id_597,Les Paniers De Thales - 105 Avenue Du Général Eisenhower,CP_31100,Toulouse
"
Amap Lilas Bonnefoy","96 Rue Michel Ange
31200
Toulouse",,,id_598,96 Rue Michel Ange,CP_31200,Toulouse
"
Amap Matabiau","Maison De Quartier Des Chalets - 7 Boulevard Matabiau
31000
Toulouse",,,id_599,Maison De Quartier Des Chalets - 7 Boulevard Matabiau,CP_31000,Toulouse
"
Amap Miam 82","La Halle Couverte
82700
Montech",,,id_600,La Halle Couverte,CP_82700,Montech
"
Amap Monde Du Volvestre","Jardin Du Presbytère De L'Église Saint Nicolas - 1, Rue Bourdelle
31300
Toulouse",,,id_601,"Jardin Du Presbytère De L'Église Saint Nicolas - 1, Rue Bourdelle",CP_31300,Toulouse
"
Amap Monplaisir","Jardin Monplaisir - 1 Boulevard Monplaisir
31400
Toulouse",,,id_602,Jardin Monplaisir - 1 Boulevard Monplaisir,CP_31400,Toulouse
Amap Myamm (Maintenant Yaka Manger Mieux),"Orange - 6 Avenue Albert Durand
31706
Blagnac",,,id_603,Orange - 6 Avenue Albert Durand,CP_31706,Blagnac
Amap Niwa Yasai,"Café Bon Vivre
31810
Venerque",,,id_604,Café Bon Vivre,CP_31810,Venerque
"
Amap Pastel","Amap Pastel Mercredi - 1, Rue De L'Ariège
31170
Tournefeuille",,,id_605,"Amap Pastel Mercredi - 1, Rue De L'Ariège",CP_31170,Tournefeuille
"
Amap Patte D'Oie","Patio De L'Église De La Patte D'Oie - Place De La Patte D'Oie
31300
Toulouse",,,id_606,Patio De L'Église De La Patte D'Oie - Place De La Patte D'Oie,CP_31300,Toulouse
"
Amap Pavé Fleurettes","Théâtre Du Pavé - 34 Rue Maran
31400
Toulouse",,,id_607,Théâtre Du Pavé - 34 Rue Maran,CP_31400,Toulouse
"
Amap Pechbonnieu","L'Atelier Pôle Culturel - 31 Rue Des Coteaux Bellevue
31140
Pechbonnieu",,,id_608,L'Atelier Pôle Culturel - 31 Rue Des Coteaux Bellevue,CP_31140,Pechbonnieu
"
Amap Pichauriol","Centre De Loisir Du Calvel - 63, Avenue Saint Martin De Boville
31310
Balma",,,id_609,"Centre De Loisir Du Calvel - 63, Avenue Saint Martin De Boville",CP_31310,Balma
"
Amap Pitahaya","Les Jardins Du Presbytère De L'Église Saint Nicolas - 1, Rue Bourdelle
31300
Toulouse",,,id_610,"Les Jardins Du Presbytère De L'Église Saint Nicolas - 1, Rue Bourdelle",CP_31300,Toulouse
"
Amap Pomie","En Solomiac
31590
Verfeil",,,id_611,En Solomiac,CP_31590,Verfeil
Amap Ponts Jumeaux,"12, Rue Ferdinand Lassalle - 12, Rue Ferdinand Lassalle
31200
Toulouse",,,id_612,"12, Rue Ferdinand Lassalle - 12, Rue Ferdinand Lassalle",CP_31200,Toulouse
