nom,adresse,coordonnees,,Id,rue,code_postal,ville
Amap D'Albi,"81000
Albi",,,id_1,,CP_81000,Albi
A la bonne francquette,"Rue Pierre-joseph Proudhon
69100
Villeurbanne",,,id_2,Rue Pierre-joseph Proudhon,CP_69100,Villeurbanne
Aimap,"1072 Av de la Tarentaise
73210
Aime-la-Plagne",,,id_3,1072 Av de la Tarentaise,CP_73210,Aime-la-Plagne
Amalpin - Grésivaudan,"Place Du Foyer
38830
Saint-Pierre-D'Allevard",,,id_4,Place Du Foyer,CP_38830,Saint-Pierre-D'Allevard
Amap À La Noix St Bruno,"7 bis Rue Aristide Bergès
38000
Grenoble",,,id_5,7 bis Rue Aristide Bergès,CP_38000,Grenoble
Amap À La Source,"Rue Tallard
38580
Allevard",,,id_6,Rue Tallard,CP_38580,Allevard
Amap Aa58,"58 Rue Raulin
69007
Lyon",,,id_7,58 Rue Raulin,CP_69007,Lyon
Amap Agrigouteurs,"33 Rue J Bouchayer
38000
Grenoble",,,id_8,33 Rue J Bouchayer,CP_38000,Grenoble
Amap Alpage,"249 Rue Vendôme
69003
Lyon",,,id_9,249 Rue Vendôme,CP_69003,Lyon
Amap Assieu - Nord Isere,"Rue des Bruyeres
38150
Assieu",,,id_10,Rue des Bruyeres,CP_38150,Assieu
Amap Au Carré,"5 Place Bir Hakeim
38000
Grenoble",,,id_11,5 Place Bir Hakeim,CP_38000,Grenoble
Amap Aubenas,"Quartier Saint Martin
07200
Aubenas",,,id_12,Quartier Saint Martin,CP_07200,Aubenas
"
Amap Aux Potes","2 Rue Gustave Flaubert
38100
Grenoble",,,id_13,2 Rue Gustave Flaubert,CP_38100,Grenoble
Amap Aux Pôtes,"87 Rue Pierre Voyant
69100
Villeurbanne",,,id_14,87 Rue Pierre Voyant,CP_69100,Villeurbanne
Amap Barraux - Gresivaudan,"Rue du Fort
38530
Barraux",,,id_15,Rue du Fort,CP_38530,Barraux
Amap Bernin - Gresivaudan,"Chemin du Clot
38190
Bernin",,,id_16,Chemin du Clot,CP_38190,Bernin
Amap Bien Assis,"10 Rue de Bien - Assis
63100
Clermont-Ferrand",,,id_17,10 Rue de Bien - Assis,CP_63100,Clermont-Ferrand
Amap Bio De Chamalières,"6 Rue Paul Lapie
63400
Chamalières",,,id_18,6 Rue Paul Lapie,CP_63400,Chamalières
Amap Bio De Cournon D'Auvergne,"Rue des Laveuses
63800
Cournon-d'Auvergne",,,id_19,Rue des Laveuses,CP_63800,Cournon-d'Auvergne
Amap Bio D'Or Limonest,"Avenue Général de Gaulle
69760
Limonest",,,id_20,Avenue Général de Gaulle,CP_69760,Limonest
Amap De Carouge,"Hameau De Carouge
01270
Villemotier",,,id_21,Hameau De Carouge,CP_01270,Villemotier
Amap De Chignat,"14 Avenue Léon Blum
63910
Vertaizon",,,id_22,14 Avenue Léon Blum,CP_63910,Vertaizon
Amap De Couffouleux,"Hall De La Salle Polyvalente Hervé De Guerdavid - Rue Des Ecoles
81800
Couffouleux",,,id_23,Hall De La Salle Polyvalente Hervé De Guerdavid - Rue Des Ecoles,CP_81800,Couffouleux
Amap De Feurs,"5 Chemin du Riou
42110
Feurs",,,id_24,5 Chemin du Riou,CP_42110,Feurs
Amap De Figeac,"12 Place de l'Estang
46100
Figeac",,,id_25,12 Place de l'Estang,CP_46100,Figeac
Amap De Gannat,"Allée Mme De Sevignier
03800
Mazerier",,,id_26,Allée Mme De Sevignier,CP_03800,Mazerier
Amap De Jaujac,"Route de la Souche
07380
Jaujac",,,id_27,Route de la Souche,CP_07380,Jaujac
Amap De La Carnière,"4 Montée de la Carnière
69800
Saint-Priest",,,id_28,4 Montée de la Carnière,CP_69800,Saint-Priest
Amap De La Coise,"Ecole La Colombe Avenue de la Coise
42330
Saint-Galmier",,,id_29,Ecole La Colombe Avenue de la Coise,CP_42330,Saint-Galmier
Amap De La Comte,"Mairie
63270
Vic-Le-Comte",,,id_30,Mairie,CP_63270,Vic-Le-Comte
Amap De La Côte,"12 Rue de la Chiorarie
42230
Roche-la-Molière",,,id_31,12 Rue de la Chiorarie,CP_42230,Roche-la-Molière
Amap De La Ferme Du Chapitre,"14 Place du Chapitre
26100
Romans-sur-Isère",,,id_32,14 Place du Chapitre,CP_26100,Romans-sur-Isère
Amap De La Monne,"Salle Des Éclaireurs, Parc Villot
63450
Saint-Amant-Tallende",,,id_33,"Salle Des Éclaireurs, Parc Villot",CP_63450,Saint-Amant-Tallende
Amap De La Veyle,"Avenue des Sports
01290
Pont-de-Veyle",,,id_34,Avenue des Sports,CP_01290,Pont-de-Veyle
Amap De L'Albanne - Barberaz,"Avenue Du Stade
73000
Barberaz",,,id_35,Avenue Du Stade,CP_73000,Barberaz
Amap De L'Alternatibar,"126 Montée de la Grande Côte
69001
Lyon",,,id_36,126 Montée de la Grande Côte,CP_69001,Lyon
Amap De L'Ambene,"Route de Marsat - St Genest
63200
Malauzat",,,id_37,Route de Marsat - St Genest,CP_63200,Malauzat
Amap De Largentière,"Avenue Félicien Blanc
07110
Largentière",,,id_38,Avenue Félicien Blanc,CP_07110,Largentière
Amap De L'Ondaine,"5 Rue Jean Jaures
42240
Unieux",,,id_39,5 Rue Jean Jaures,CP_42240,Unieux
Amap De L'Onzon,"47 Rue Mirabeau
42350
La Talaudière",,,id_40,47 Rue Mirabeau,CP_42350,La Talaudière
Amap De Marnand,"Le Bourg Marnand
69240
Thizy-les-Bourgs",,,id_41,Le Bourg Marnand,CP_69240,Thizy-les-Bourgs
Amap De Montmaur - Marès,"Borde Neuve
11320
Montmaur",,,id_42,Borde Neuve,CP_11320,Montmaur
Amap De Montmélian,"Rue Antoine Bonnel
73800
Montmélian",,,id_43,Rue Antoine Bonnel,CP_73800,Montmélian
Amap De Nyons,"Promenade La Digue
26110
Nyons",,,id_44,Promenade La Digue,CP_26110,Nyons
Amap De Roanne,"16 bis Rue du Mayollet
42300
Roanne",,,id_45,16 bis Rue du Mayollet,CP_42300,Roanne
Amap De Saint Paul En Jarez,"80 Rue Anciens Combattants d'Afn
42740
Saint-Paul-en-Jarez",,,id_46,80 Rue Anciens Combattants d'Afn,CP_42740,Saint-Paul-en-Jarez
Amap De Serrières De Briord,"Place de la Poste
01470
Serrières-de-Briord",,,id_47,Place de la Poste,CP_01470,Serrières-de-Briord
Amap Del'Ort,"Pradines - Pradines
46090
Pradines",,,id_48,Pradines - Pradines,CP_46090,Pradines
Amap Des Adrets - Gresivaudan,"Village Des Adrets
38190
Les Adrets",,,id_49,Village Des Adrets,CP_38190,Les Adrets
"
Amap Des Arroches","Place du 19 Mars 1962
38980
Viriville",,,id_50,Place du 19 Mars 1962,CP_38980,Viriville
Amap Des Béalières - Agglo Grenobloise,"14 Rue des Boisses
38240
Meylan",,,id_51,14 Rue des Boisses,CP_38240,Meylan
Amap Des Chênes,"150, Chemin Des Granges
01170
Sergy",,,id_52,"150, Chemin Des Granges",CP_01170,Sergy
Amap Des Côteaux Et Amap Du Castéron,"Les Granges Du Gachat
32600
L'Isle Jourdain",,,id_53,Les Granges Du Gachat,CP_32600,L'Isle Jourdain
"
Amap Des Ecuets","Les Ecuets
01340
Attignat",,,id_54,Les Ecuets,CP_01340,Attignat
Amap Des Marches,"En Face De La Boulangerie
73800
Les Marches",,,id_55,En Face De La Boulangerie,CP_73800,Les Marches
"
Amap Des Pecheurs","24 Rue Pêcherie
26100
Romans-sur-Isère",,,id_56,24 Rue Pêcherie,CP_26100,Romans-sur-Isère
Amap Des Zabeilles - Grenoble,"45 Boulevard Joseph Vallier
38100
Grenoble",,,id_57,45 Boulevard Joseph Vallier,CP_38100,Grenoble
Amap D'Issoire,"Avenue du Docteur Bienfait
63500
Issoire",,,id_58,Avenue du Docteur Bienfait,CP_63500,Issoire
Amap D'Orliénas,"Place des Terreaux
69530
Orliénas",,,id_59,Place des Terreaux,CP_69530,Orliénas
"
Amap Du Beaufortain","Place Frison Roche
73270
Beaufort",,,id_60,Place Frison Roche,CP_73270,Beaufort
"
Amap Du","22 Rue Charrel
38000
Grenoble",,,id_61,22 Rue Charrel,CP_38000,Grenoble
Amap Du Bourbonnais,"42 Rue du Progrés
03000
Moulins",,,id_62,42 Rue du Progrés,CP_03000,Moulins
Amap Du Clos D'Allinges,"Chemin Des Marais De Durzilly Au Hameau De Mésinge
74200
Allinges",,,id_63,Chemin Des Marais De Durzilly Au Hameau De Mésinge,CP_74200,Allinges
Amap Du Creux,"Place Louis Conte, salle Roger Baudy
42400
Saint-Chamond",,,id_64,"Place Louis Conte, salle Roger Baudy",CP_42400,Saint-Chamond
"
Amap Du Genevois","74160
Saint-Julien-en-Genevois",,,id_65,,CP_74160,Saint-Julien-en-Genevois
"
Amap Du Manival - Gresivaudan","Rue François Mitterrand
38920
Crolles",,,id_66,Rue François Mitterrand,CP_38920,Crolles
Amap Du Pays De Gex,"Grand Rue
01210
Ferney-Voltaire",,,id_67,Grand Rue,CP_01210,Ferney-Voltaire
Amap Du Pays De St-Marcellin - Sud Gresivaudan,"3 Boulevard du Champ de Mars
38160
Saint-Marcellin",,,id_68,3 Boulevard du Champ de Mars,CP_38160,Saint-Marcellin
Amap Du Pays Viennois St Germain - Nord Isere,"30 Avenue Général Leclerc
38200
Vienne",,,id_69,30 Avenue Général Leclerc,CP_38200,Vienne
Amap Du Pré De L'Eau - Gresivaudan,"1525 Route de la Doux
38330
Montbonnot-Saint-Martin",,,id_70,1525 Route de la Doux,CP_38330,Montbonnot-Saint-Martin
Amap Du Toison,"3 Rue du Ban Thévenin
01800
Meximieux",,,id_71,3 Rue du Ban Thévenin,CP_01800,Meximieux
"
Amap Du Vorz - St-Mury - Ste-Agnès - Gresivaudan","Les Gîtes
38190
Saint-Mury-Monteymond",,,id_72,Les Gîtes,CP_38190,Saint-Mury-Monteymond
Amap Dyke,"43000
Aiguilhe",,,id_73,,CP_43000,Aiguilhe
Amap En Forez,"13 Place Pasteur
42600
Montbrison",,,id_74,13 Place Pasteur,CP_42600,Montbrison
Amap Entrepote (Charlieu),"Rue du Pont de Pierre
42190
Charlieu",,,id_75,Rue du Pont de Pierre,CP_42190,Charlieu
Amap Eymes Ton Amap - Gresivaudan,"Chemin de la Touvière
38330
Saint-Nazaire-les-Eymes",,,id_76,Chemin de la Touvière,CP_38330,Saint-Nazaire-les-Eymes
Amap Flanc De Coteaux -Agglo Grenobloise,"40 Rue des Ciments
38180
Seyssins",,,id_77,40 Rue des Ciments,CP_38180,Seyssins
Amap Fonsala,"Place de l'Ile de France
42400
Saint-Chamond",,,id_78,Place de l'Ile de France,CP_42400,Saint-Chamond
Amap Grandrisienne,"733 Rue Ecoles
69870
Grandris",,,id_79,733 Rue Ecoles,CP_69870,Grandris
Amap Haricologik,"36 Avenue la Bruyère
38100
Grenoble",,,id_80,36 Avenue la Bruyère,CP_38100,Grenoble
Amap Haut Allier,"Avenue Danton
43300
Langeac",,,id_81,Avenue Danton,CP_43300,Langeac
Amap La Barguillère,"Halle Saint-volusien
09000
Foix",,,id_82,Halle Saint-volusien,CP_09000,Foix
Amap La Bataillouse,"Cour De L'Ancienne Halte-Garderie, Rue Du Vieux Pont
32550
Pavie",,,id_83,"Cour De L'Ancienne Halte-Garderie, Rue Du Vieux Pont",CP_32550,Pavie
Amap La Cagette De Genas,"5 Rue du Pensionnat
69740
Genas",,,id_84,5 Rue du Pensionnat,CP_69740,Genas
"
Amap La Goutte D'Eau - Gresivaudan","39 Route du Soubon
38420
Revel",,,id_85,39 Route du Soubon,CP_38420,Revel
Amap La Guinguette - Agglo Grenobloise,"30 Rue de la Liberté
38600
Fontaine",,,id_86,30 Rue de la Liberté,CP_38600,Fontaine
Amap La Plaine - Agglo Grenobloise,"24 Avenue du 8 Mai 1945
38400
Saint-Martin-d'Hères",,,id_87,24 Avenue du 8 Mai 1945,CP_38400,Saint-Martin-d'Hères
Amap La Soupe Au Caillou - Gresivaudan,"La Richardière
38410
Saint-Martin-D'Uriage",,,id_88,La Richardière,CP_38410,Saint-Martin-D'Uriage
Amap La Soupe Au Chug - Grenoble,"Boulevard de la Chantourne
38700
La Tronche",,,id_89,Boulevard de la Chantourne,CP_38700,La Tronche
Amap La Tricastine,"Place Chausy
26130
Saint-Paul-Trois-Châteaux",,,id_90,Place Chausy,CP_26130,Saint-Paul-Trois-Châteaux
Amap L'Alloix - Gresivaudan,"847 Rue Aimé Paquet
38660
Saint-Vincent-de-Mercuze",,,id_91,847 Rue Aimé Paquet,CP_38660,Saint-Vincent-de-Mercuze
Amap L'Aneth,"74700
Sallanches

",,,id_92,74700,CP_Sallanches,
"
Amap Larajasse","Place Des Platanes
69590
Larajasse",,,id_93,Place Des Platanes,CP_69590,Larajasse
"
Amap Le Panier De Mélusine","Esplanade De La Mairie
26120
Montelier",,,id_94,Esplanade De La Mairie,CP_26120,Montelier
Amap Le Panier Des Vérités,"26 Rue Winston Churchill
03120
Lapalisse",,,id_95,26 Rue Winston Churchill,CP_03120,Lapalisse
"
Amap Le Panier Fontainois - Agglo Grenobloise","14 Boulevard Joliot Curie
38600
Fontaine",,,id_96,14 Boulevard Joliot Curie,CP_38600,Fontaine
Amap Le Panier Terrasson - Gresivaudan,"102 Place de la Mairie
38660
La Terrasse",,,id_97,102 Place de la Mairie,CP_38660,La Terrasse
Amap Le Potager Des Essarts,"21 Rue du Parc
69500
Bron",,,id_98,21 Rue du Parc,CP_69500,Bron
Amap Le Tournan Vert De Lombez,"L'Hiver : Salle De La Ramondère Et L'Été : Halle Couverte, Place De La Cathédrale
32220
Lombez",,,id_99,"L'Hiver : Salle De La Ramondère Et L'Été : Halle Couverte, Place De La Cathédrale",CP_32220,Lombez
Amap Le Verger De Luce,"Cour De L'École
32600
Aurade",,,id_100,Cour De L'École,CP_32600,Aurade
Amap Les Biaux Légumes - Agglo Grenobloise,"150 Rue Emile Cros
38220
Vizille",,,id_101,150 Rue Emile Cros,CP_38220,Vizille
Amap Les Bios De Feuilly,"Rue Michelet
69800
Saint-Priest",,,id_102,Rue Michelet,CP_69800,Saint-Priest
Amap Les Courgettes De Notre Dame,"Avenue de l'Europe
03100
Montluçon",,,id_103,Avenue de l'Europe,CP_03100,Montluçon
Amap Les Cuves D'Abondance,"4 Rue Pierre de Coubertin
38360
Sassenage",,,id_104,4 Rue Pierre de Coubertin,CP_38360,Sassenage
Amap Les Epicureuils,"10 Avenue du Gresivaudan
38130
Échirolles",,,id_105,10 Avenue du Gresivaudan,CP_38130,Échirolles
Amap Les Ouches,"38 Avenue Marx Dormoy
03100
Montluçon",,,id_106,38 Avenue Marx Dormoy,CP_03100,Montluçon
Amap Les Pampilles Du Foron,"Sous La Grenette
74800
La Roche-Sur-Foron",,,id_107,Sous La Grenette,CP_74800,La Roche-Sur-Foron
Amap Les Paniers De La Besbre,"216, Route De La Gare
03290
Dompierre-Sur-Besbre",,,id_108,"216, Route De La Gare",CP_03290,Dompierre-Sur-Besbre
Amap Les Paniers de l'Abbaye,"25 Rue de l'Abbaye
60138
Chiry-Ourscamp",,,id_109,25 Rue de l'Abbaye,CP_60138,Chiry-Ourscamp
Amap Les Paniers De Nizerel,"Lieu Dit Nizerel
01190
Saint-Bénigne",,,id_110,Lieu Dit Nizerel,CP_01190,Saint-Bénigne
Amap Les Paniers De Rolland,"113 Boulevard Joliot Curie
38600
Fontaine",,,id_111,113 Boulevard Joliot Curie,CP_38600,Fontaine
Amap Les Paniers Des 3 Jardins,"R des Ecoles
74100
Ambilly",,,id_112,R des Ecoles,CP_74100,Ambilly
Amap Les Paniers Du Chablais,"Av de Saint Disdille
74200
Thonon-les-Bains",,,id_113,Av de Saint Disdille,CP_74200,Thonon-les-Bains
Amap Les Paniers Du Corti,"R de la Ville
74240
Gaillard",,,id_114,R de la Ville,CP_74240,Gaillard
Amap Les Paniers Du Léman,"49 R du Lac
74200
Thonon-les-Bains",,,id_115,49 R du Lac,CP_74200,Thonon-les-Bains
Amap Les Paniers Du Pic,"Salle Du Foyer (Derrière La Poste) - Route Nationale
09330
Montgailhard",,,id_116,Salle Du Foyer (Derrière La Poste) - Route Nationale,CP_09330,Montgailhard
Amap Les Papilles Du Granier - Gresivaudan,"Chemin des Ecoliers
38530
Chapareillan",,,id_117,Chemin des Ecoliers,CP_38530,Chapareillan
Amap Les Tilleuls,"8 Rue du Pavillon Chinois
42000
Saint-Étienne",,,id_118,8 Rue du Pavillon Chinois,CP_42000,Saint-Étienne
Amap L'Hirondelle De Rivage,"Route Des Villages
01250
Bohas-Meyriat-Rignat",,,id_119,Route Des Villages,CP_01250,Bohas-Meyriat-Rignat
Amap Lumbin - Gresivaudan,"Za - Chemin Des Longs Prés
38660
Lumbin",,,id_120,Za - Chemin Des Longs Prés,CP_38660,Lumbin
Amap Maison Bleue - Gresivaudan,"292 Chemin de Savardin
38330
Montbonnot-Saint-Martin",,,id_121,292 Chemin de Savardin,CP_38330,Montbonnot-Saint-Martin
Amap Maison De La Nature,"82 Rue de la Richelandiere
42100
Saint-Étienne",,,id_122,82 Rue de la Richelandiere,CP_42100,Saint-Étienne
Amap Méli Mélo Bio,"74150
Rumilly",,,id_123,,CP_74150,Rumilly
Amap Mon Bio Panier,"8 Route de Saint Jean de Bournay
38300
Bourgoin-Jallieu",,,id_124,8 Route de Saint Jean de Bournay,CP_38300,Bourgoin-Jallieu
Amap Nature En Terrasse,"5 Rue Saint Exupéry
42000
Saint-Étienne",,,id_125,5 Rue Saint Exupéry,CP_42000,Saint-Étienne
Amap Neuvilloise,"Place du 8 Mai 1945
69250
Neuville-sur-Saône",,,id_126,Place du 8 Mai 1945,CP_69250,Neuville-sur-Saône
Amap O Moulin De Saman,"Rue Jean Bonnet
03300
Cusset",,,id_127,Rue Jean Bonnet,CP_03300,Cusset
Amap Pays De Vichy,"Rue Jean Bonnet
03300
Cusset",,,id_128,Rue Jean Bonnet,CP_03300,Cusset
Amap Pays Du Gier,"Impasse Léon Marrel
42800
Rive-de-Gier",,,id_129,Impasse Léon Marrel,CP_42800,Rive-de-Gier
Amap Pays’Ages,"335 Rue des Mettanies
38530
Pontcharra",,,id_130,335 Rue des Mettanies,CP_38530,Pontcharra
Amap Polygone Scientifique Les Rayons De La Terre,"Rue Jules Horowitz
38000
Grenoble",,,id_131,Rue Jules Horowitz,CP_38000,Grenoble
"
Amap Pour Tous L'Arche","79 Avenue de la République
38170
Seyssinet-Pariset",,,id_132,79 Avenue de la République,CP_38170,Seyssinet-Pariset
Amap Pousses Amapouces - Sud Isere,"Zi Des Marais
38350
La Mure",,,id_133,Zi Des Marais,CP_38350,La Mure
AMAP Produire Et Consommer Autrement,"11 Chemin des Guérets
07130
Saint-Péray",,,id_134,11 Chemin des Guérets,CP_07130,Saint-Péray
"
Amap Remue-Méninges","43 Rue Michelet
42000
Saint-Étienne",,,id_135,43 Rue Michelet,CP_42000,Saint-Étienne
Amap Saint Agreve,"07320
Saint-Agrève",,,id_136,,CP_07320,Saint-Agrève
Amap Saint Pierre D'Albigny,"88 Av du Grand Arc
73250
Saint-Pierre-d'Albigny",,,id_137,88 Av du Grand Arc,CP_73250,Saint-Pierre-d'Albigny
"
Amap Saint Roch","66 Rue Francis Beaulier
42000
Saint-Etienne",,,id_138,66 Rue Francis Beaulier,CP_42000,Saint-Etienne
Amap Saint-Cyr-Sur-Menthon,"53 Allee des Echazeaux
01380
Saint-Cyr-sur-Menthon",,,id_139,53 Allee des Echazeaux,CP_01380,Saint-Cyr-sur-Menthon
Amap Saint-Jacques,"63000
Clermont-Ferrand",,,id_140,,CP_63000,Clermont-Ferrand
Amap Sofradir Pt'Ite Salade - Agglo Grenobloise,"364 Route de Valence
38113
Veurey-Voroize",,,id_141,364 Route de Valence,CP_38113,Veurey-Voroize
Amap Terr' Ain D'Entente,"Rue du Boule
01260
Champagne-en-Valromey",,,id_142,Rue du Boule,CP_01260,Champagne-en-Valromey
Amap Terra Nostra - Gresivaudan,"574 Avenue du Gresivaudan
38570
Tencin",,,id_143,574 Avenue du Gresivaudan,CP_38570,Tencin
Amap Tetra'Map - Gresivaudan,"Route Des 3 Villages
38660
Saint-Hilaire",,,id_144,Route Des 3 Villages,CP_38660,Saint-Hilaire
Amap Theys - Gresivaudan,"38570
Theys",,,id_145,,CP_38570,Theys
Amap Uni Terre,"10 Rue de Belfort
69550
Amplepuis",,,id_146,10 Rue de Belfort,CP_69550,Amplepuis
Amap Vert À Soie,"01640
Jujurieux",,,id_147,,CP_01640,Jujurieux
Amap Vert Chez Vous - Agglo Grenobloise,"Impasse des Glairons
38360
Noyarey",,,id_148,Impasse des Glairons,CP_38360,Noyarey
Amap Vert De Terre,"11 Rue De Bat-Yan
69100
Villeurbanne",,,id_149,11 Rue De Bat-Yan,CP_69100,Villeurbanne
"
Amap Vert De Terre - Vercors","30 Rue Du Professeur Beaudoing
38250
Villard-De-Lans",,,id_150,30 Rue Du Professeur Beaudoing,CP_38250,Villard-De-Lans
"
Amap Villars","Chemin du Marthourey
42390
Villars",,,id_151,Chemin du Marthourey,CP_42390,Villars
Amap Villefontaine - Nord Isere,"Rue Pasteur
38090
Villefontaine",,,id_152,Rue Pasteur,CP_38090,Villefontaine
Amapanière - Gresivaudan,"Les Bayardières
38420
Domène",,,id_153,Les Bayardières,CP_38420,Domène
Amap'Apille D'Or,"1 Rue Jean-baptiste Anjolvy
69270
Couzon-au-Mont-d'Or",,,id_154,1 Rue Jean-baptiste Anjolvy,CP_69270,Couzon-au-Mont-d'Or
Amapautrement,"1 Place de l'Hotel-de-ville
15300
Murat",,,id_155,1 Place de l'Hotel-de-ville,CP_15300,Murat
Amapentes,"La Passerelle D’Eau De Robec 21 Rue Des Capucins
69001
Lyon",,,id_156,La Passerelle D’Eau De Robec 21 Rue Des Capucins,CP_69001,Lyon
Amap'Hort,"Place Jules Ferry
01500
Ambérieu-en-Bugey",,,id_157,Place Jules Ferry,CP_01500,Ambérieu-en-Bugey
Amaplace Sur La Terre,"74700
Domancy",,,id_158,,CP_74700,Domancy
Amaplanète,"Rue du Maniglier
38530
Pontcharra",,,id_159,Rue du Maniglier,CP_38530,Pontcharra
Amap'Monde De Lablachere,"07230
Lablachère",,,id_160,,CP_07230,Lablachère
"
Amapoisilienne","74330
Poisy",,,id_161,,CP_74330,Poisy
Amap'Om Val D'Azergues,"Avenue de la Gare
69380
Marcilly-d'Azergues",,,id_162,Avenue de la Gare,CP_69380,Marcilly-d'Azergues
Amap'Opote - Villard Bonnot - Le Versoud - Gresivaudan,"Chemin du Berlioz
38190
Villard-Bonnot",,,id_163,Chemin du Berlioz,CP_38190,Villard-Bonnot
Amapopote Lyonnaise,"3 Rue Félissent
69007
Lyon",,,id_164,3 Rue Félissent,CP_69007,Lyon
Amaporte,"Rue des Prolières
69270
Fontaines-Saint-Martin",,,id_165,Rue des Prolières,CP_69270,Fontaines-Saint-Martin
Amaporte,"07360
Les Ollières-sur-Eyrieux",,,id_166,,CP_07360,Les Ollières-sur-Eyrieux
Amap'Orte Miribel,"1104 Grande Rue
01700
Miribel",,,id_167,1104 Grande Rue,CP_01700,Miribel
Amaposi,"138 Avenue des Frères Lumière
69008
Lyon",,,id_168,138 Avenue des Frères Lumière,CP_69008,Lyon
Amap'Ouilles,"993 Route de la Grange Masson
69460
Saint-Étienne-des-Oullières",,,id_169,993 Route de la Grange Masson,CP_69460,Saint-Étienne-des-Oullières
Amap'Oull,"3 Rue Barbusse
69600
Oullins",,,id_170,3 Rue Barbusse,CP_69600,Oullins
"
Amap'Oz Bio","Chemin des Gonnardières
38560
Champ-sur-Drac",,,id_171,Chemin des Gonnardières,CP_38560,Champ-sur-Drac
Amapp Des Jardins De La Coline,"Salle Communale Des Echevins (Proche Mairie)
03500
Saint-Pourçain-Sur-Sioule",,,id_172,Salle Communale Des Echevins (Proche Mairie),CP_03500,Saint-Pourçain-Sur-Sioule
Amaprof,"5 Rue Anselme
69004
Lyon",,,id_173,5 Rue Anselme,CP_69004,Lyon
"
Amap'Tite Marmite","Rue Léon Sestier
38000
Grenoble",,,id_174,Rue Léon Sestier,CP_38000,Grenoble
"
Appam'Amap","Cuisine De La Salle Du Jeu Du Mail - Avenue Du Jeu Du Mail
09100
Pamiers",,,id_175,Cuisine De La Salle Du Jeu Du Mail - Avenue Du Jeu Du Mail,CP_09100,Pamiers
"
La ferme de Gurin","La ferme de Gurin
07340
Peaugres",,,id_176,La ferme de Gurin,CP_07340,Peaugres
Aubamap,"11 Rue Beaudonnat
63170
Aubière",,,id_177,11 Rue Beaudonnat,CP_63170,Aubière
Bissamap,"12 Rue de l'Oratoire
69300
Caluire-et-Cuire",,,id_178,12 Rue de l'Oratoire,CP_69300,Caluire-et-Cuire
Bonamapetit,"53 Avenue Paul Krüger
69100
Villeurbanne",,,id_179,53 Avenue Paul Krüger,CP_69100,Villeurbanne
C'Est De Saison,"Place du Pradou
26770
Taulignan",,,id_180,Place du Pradou,CP_26770,Taulignan
Cheires Amap,"Chemin Des Écoliers Aydat
63970
Aydat",,,id_181,Chemin Des Écoliers Aydat,CP_63970,Aydat
Club Enverts - Ens,"Bde 15 Parvis René Descartes
69007
Lyon",,,id_182,Bde 15 Parvis René Descartes,CP_69007,Lyon
Collectif Prodconso St Donat 1,"Mjc St Donas
26260
Saint-Donat-Sur-L'Herbasse",,,id_183,Mjc St Donas,CP_26260,Saint-Donat-Sur-L'Herbasse
Coluche,"42 Bis Rue André Chénier
26100
Romans-Sur-Isère",,,id_184,42 Bis Rue André Chénier,CP_26100,Romans-Sur-Isère
Combe De Camelot - Challes Les Eaux,"73190
Challes-les-Eaux",,,id_185,,CP_73190,Challes-les-Eaux
Emblamap,"D 77
43800
Beaulieu",,,id_186,D 77,CP_43800,Beaulieu
Guill'Amap,"38 Rue Camille Roy
69007
Lyon",,,id_187,38 Rue Camille Roy,CP_69007,Lyon
Ins'Amap,"20 Avenue Albert Einstein
69100
Villeurbanne",,,id_188,20 Avenue Albert Einstein,CP_69100,Villeurbanne
Isaramap,"23 Rue Jean Baldassini
69007
Lyon",,,id_189,23 Rue Jean Baldassini,CP_69007,Lyon
Jur'Ainsienne,"21 Rue Jules Michelet
01100
Oyonnax",,,id_190,21 Rue Jules Michelet,CP_01100,Oyonnax
Just'Bio,"Gymnase
43240
Saint-Just-Malmont",,,id_191,Gymnase,CP_43240,Saint-Just-Malmont
La Coccinelle De Haute Savoie,"24 Rue de la Paix
74240
Gaillard",,,id_192,24 Rue de la Paix,CP_74240,Gaillard
La Croisée Des Chemins - La Rochette,"1215 Route De Verel De Montbel
73110
La Rochette",,,id_193,1215 Route De Verel De Montbel,CP_73110,La Rochette
La Dent De Con,"Plan D'Eau De Marthod
73400
Marthod",,,id_194,Plan D'Eau De Marthod,CP_73400,Marthod
"
La Distrib Des Gros Colis","25 Rue Jaboulay
69007
Lyon",,,id_195,25 Rue Jaboulay,CP_69007,Lyon
La Faucille Et Le Poireau,"Avenue de la Liberté
69170
Tarare",,,id_196,Avenue de la Liberté,CP_69170,Tarare
La Graine Biolande,"Rue du 19 Mars 1962
69780
Mions",,,id_197,Rue du 19 Mars 1962,CP_69780,Mions
La Main À L'Amap,"Route de la Tallebarde
69460
Blacé",,,id_198,Route de la Tallebarde,CP_69460,Blacé
La Ronde Des Légumes,"74160
Feigères",,,id_199,,CP_74160,Feigères
"
La Soupagère","11 Rue Gérard Philipe
69500
Bron",,,id_200,11 Rue Gérard Philipe,CP_69500,Bron
Label Et La Blette,"4 Rue Bodin
69001
Lyon",,,id_201,4 Rue Bodin,CP_69001,Lyon
Lamap - Chambéry Centre,"256 R de la Republique
73000
Chambéry",,,id_202,256 R de la Republique,CP_73000,Chambéry
Le Bio Corti,"104 R de la Republique
73200
Albertville",,,id_203,104 R de la Republique,CP_73200,Albertville
